"","ist","country_code","district_name","year","district_population","live_births","surviving_infants","under5pop","under15pop","cba_women","pregnant_women"
"27034","ESA","RSS","MANYO",2019,63180.8258809749,2527.233035239,2269.45526564462,NA,29694.9881640582,15795.2064702437,2527.233035239
"27035","ESA","RSS","MANYO",2020,60483,3024.15,2715.6867,12701.43,28427.01,15120.75,3387.048
"27036","ESA","RSS","MANYO",2021,62297.49,2491.8996,2237.7258408,13082.4729,29279.8203,15574.3725,2491.8996
"27037","ESA","RSS","MANYO",2022,69039.3943224401,2761.5757728976,2479.89504406205,NA,NA,NA,NA
"27038","ESA","RSS","MANYO",2024,69488,2780,2496.44,14592.48,32659.36,17372,3891.328
"27039","ESA","RSS","MARIDI",2017,121347.05301295,495.095976292834,4358.78614422515,57033.1149160863,25482.8811327194,30336.7632532374,4853.88212051798
"27040","ESA","RSS","MARIDI",2018,124987.464603338,4999.49858413352,4489.5497285519,26247.367566701,58744.1083635689,31246.8661508345,4999.49858413352
"27041","ESA","RSS","MARIDI",2019,128737.088541438,5149.48354165753,4624.23622040846,NA,60506.431614476,32184.2721353596,5149.48354165753
"27042","ESA","RSS","MARIDI",2020,115717,5785.85,5195.6933,24300.57,54386.99,28929.25,6480.152
"27043","ESA","RSS","MARIDI",2021,119188.51,4767.5404,4281.2512792,25029.5871,56018.5997,29797.1275,4767.5404
"27044","ESA","RSS","MARIDI",2022,140674.49255062,5626.97970202481,5053.02777241828,NA,NA,NA,NA
"27045","ESA","RSS","MARIDI",2024,127082,5083,4564.534,26687.22,59728.54,31770.5,7116.592
"27046","ESA","RSS","MAYENDIT",2017,97127.4758500248,396.280101468101,3488.81893253289,45649.9136495117,20396.7699285052,24281.8689625062,3885.09903400099
"27047","ESA","RSS","MAYENDIT",2018,100041.300125526,4001.65200502102,3593.48350050888,21008.6730263604,47019.411058997,25010.3250313814,4001.65200502102
"27048","ESA","RSS","MAYENDIT",2019,103042.539129291,4121.70156517165,3701.28800552414,NA,48429.9933907669,25760.6347823228,4121.70156517165
"27049","ESA","RSS","MAYENDIT",2020,91163,4558.15,4093.2187,19144.23,42846.61,22790.75,5105.128
"27050","ESA","RSS","MAYENDIT",2021,93897.89,3755.9156,3372.8122088,19718.5569,44132.0083,23474.4725,3755.9156
"27051","ESA","RSS","MAYENDIT",2022,112597.364655133,4503.89458620533,4044.49733841238,NA,NA,NA,NA
"27052","ESA","RSS","MAYENDIT",2024,114696,4588,4120.024,24086.16,53907.12,28674,6422.976
"27053","ESA","RSS","MAYOM",2017,191757.520496322,782.370683624995,6887.93013622789,90126.0346332714,40269.0793042277,47939.3801240806,7670.30081985289
"27054","ESA","RSS","MAYOM",2018,197510.246111212,7900.40984444848,7094.56804031473,41477.1516833545,92829.8156722696,49377.561527803,7900.40984444848
"27055","ESA","RSS","MAYOM",2019,203435.553494548,8137.42213978193,7307.40508152417,NA,95614.7101424377,50858.8883736371,8137.42213978193
"27056","ESA","RSS","MAYOM",2020,60483,3024.15,2715.6867,12701.43,28427.01,15120.75,3387.048
"27057","ESA","RSS","MAYOM",2021,210248.75,8409.95,7552.1351,44152.2375,98816.9125,52562.1875,8409.95
"27058","ESA","RSS","MAYOM",2022,222299.522063437,8891.98088253749,7984.99883251867,NA,NA,NA,NA
"27059","ESA","RSS","MAYOM",2024,256813,10273,9225.154,53930.73,120702.11,64203.25,14381.528
"27060","ESA","RSS","MELUT",2017,73026.4446054576,297.947893990267,2623.10989022804,34322.4289645651,15335.5533671461,18256.6111513644,2921.0577842183
"27061","ESA","RSS","MELUT",2018,75217.2379436213,3008.68951774485,2701.80318693488,15795.6199681605,35352.101833502,18804.3094859053,3008.68951774485
"27062","ESA","RSS","MELUT",2019,77473.75508193,3098.9502032772,2782.85728254292,NA,36412.6648885071,19368.4387704825,3098.9502032772
"27063","ESA","RSS","MELUT",2020,79093,3954.65,3551.2757,16609.53,37173.71,19773.25,4429.208
"27064","ESA","RSS","MELUT",2021,81465.79,3258.6316,2926.2511768,17107.8159,38288.9213,20366.4475,3258.6316
"27065","ESA","RSS","MELUT",2022,84657.6639694121,3386.30655877648,3040.90328978128,NA,NA,NA,NA
"27066","ESA","RSS","MELUT",2024,90870,3635,3264.23,19082.7,42708.9,22717.5,5088.72
"27067","ESA","RSS","MOROBO",2017,165848.475566614,676.661780311783,5957.27724235276,77948.7835163084,34828.1798689888,41462.1188916534,6633.93902266454
"27068","ESA","RSS","MOROBO",2018,170823.929833612,6832.95719334448,6135.99555962334,35873.0252650585,80287.2470217976,42705.982458403,6832.95719334448
"27069","ESA","RSS","MOROBO",2019,175948.64772862,7037.94590914481,6320.07542641204,NA,82695.8644324515,43987.1619321551,7037.94590914481
"27070","ESA","RSS","MOROBO",2020,164502,8225.1,7386.1398,34545.42,77315.94,41125.5,9212.112
"27071","ESA","RSS","MOROBO",2021,169437.06,6777.4824,6086.1791952,35581.7826,79635.4182,42359.265,6777.4824
"27072","ESA","RSS","MOROBO",2022,192263.837986552,7690.55351946208,6906.11706047695,NA,NA,NA,NA
"27073","ESA","RSS","MOROBO",2024,186518,7461,6699.978,39168.78,87663.46,46629.5,10445.008
"27074","ESA","RSS","MUNDRI EAST",2017,70972.9766744072,289.569744831581,2549.3493221447,33357.2990369714,14904.3251016255,17743.2441686018,2838.91906697629
"27075","ESA","RSS","MUNDRI EAST",2018,73102.1659746394,2924.08663898558,2625.82980180905,15351.4548546743,34358.0180080805,18275.5414936598,2924.08663898558
"27076","ESA","RSS","MUNDRI EAST",2019,75295.2309538785,3011.80923815514,2704.60469586332,NA,35388.7585483229,18823.8077384696,3011.80923815514
"27077","ESA","RSS","MUNDRI EAST",2020,67864,3393.2,3047.0936,14251.44,31896.08,16966,3800.384
"27078","ESA","RSS","MUNDRI EAST",2021,69899.92,2795.9968,2510.8051264,14678.9832,32852.9624,17474.98,2795.9968
"27079","ESA","RSS","MUNDRI EAST",2022,82277.1318345388,3291.08527338155,2955.39457549664,NA,NA,NA,NA
"27080","ESA","RSS","MUNDRI EAST",2024,74463,2979,2675.142,15637.23,34997.61,18615.75,4169.928
"27081","ESA","RSS","MUNDRI WEST",2017,50242.4248904569,204.989093553064,1804.70790206521,23613.9396985147,10550.9092269959,12560.6062226142,2009.69699561828
"27082","ESA","RSS","MUNDRI WEST",2018,51749.6976371706,2069.98790548682,1858.84913912717,10867.4365038058,24322.3578894702,12937.4244092926,2069.98790548682
"27083","ESA","RSS","MUNDRI WEST",2019,53302.1885662857,2132.08754265143,1914.61461330098,NA,25052.0286261543,13325.5471415714,2132.08754265143
"27084","ESA","RSS","MUNDRI WEST",2020,47853,2392.65,2148.5997,10049.13,22490.91,11963.25,2679.768
"27085","ESA","RSS","MUNDRI WEST",2021,49288.59,1971.5436,1770.4461528,10350.6039,23165.6373,12322.1475,1971.5436
"27086","ESA","RSS","MUNDRI WEST",2022,58244.7406054717,2329.78962421887,2092.15108254854,NA,NA,NA,NA
"27087","ESA","RSS","MUNDRI WEST",2024,52360,2094,1880.412,10995.6,24609.2,13090,2932.16
"27088","ESA","RSS","MVOLO",2017,70705.979205784,288.480395159599,2539.75877307176,33231.8102267185,14848.2556332146,17676.494801446,2828.23916823136
"27089","ESA","RSS","MVOLO",2018,72827.1585819575,2913.0863432783,2615.95153626391,15293.7033022111,34228.76453352,18206.7896454894,2913.0863432783
"27090","ESA","RSS","MVOLO",2019,75011.9733394162,3000.47893357665,2694.43008235183,NA,35255.6274695256,18752.9933348541,3000.47893357665
"27091","ESA","RSS","MVOLO",2020,67864,3393.2,3047.0936,14251.44,31896.08,16966,3800.384
"27092","ESA","RSS","MVOLO",2021,69899.92,2795.9968,2510.8051264,14678.9832,32852.9624,17474.98,2795.9968
"27093","ESA","RSS","MVOLO",2022,81967.6085912603,3278.70434365041,2944.27650059807,NA,NA,NA,NA
"27094","ESA","RSS","MVOLO",2024,74180,2967,2664.366,15577.8,34864.6,18545,4154.08
"27095","ESA","RSS","NAGERO",2017,14773.2577229745,60.2748915097359,530.655417409244,6943.43112979801,3102.38412182464,3693.31443074362,590.93030891898
"27096","ESA","RSS","NAGERO",2018,15216.4554546637,608.658218186549,546.575079931521,3195.45564547938,7151.73406369195,3804.11386366593,608.658218186549
"27097","ESA","RSS","NAGERO",2019,15672.9491183036,626.917964732146,562.972332329467,NA,7366.28608560271,3918.23727957591,626.917964732146
"27098","ESA","RSS","NAGERO",2020,13921,696.05,625.0529,2923.41,6542.87,3480.25,779.576
"27099","ESA","RSS","NAGERO",2021,14338.63,573.5452,515.0435896,3011.1123,6739.1561,3584.6575,573.5452
"27100","ESA","RSS","NAGERO",2022,17126.2546711966,685.050186847863,615.175067789381,NA,NA,NA,NA
"27101","ESA","RSS","NAGERO",2024,15529,621,557.658,3261.09,7298.63,3882.25,869.624
"27102","ESA","RSS","NASIR",2018,323920.055407243,12956.8022162897,11635.2083902282,68023.211635521,152242.426041404,80980.0138518107,12956.8022162897
"27103","ESA","RSS","NASIR",2019,333637.65706946,13345.5062827784,11984.264641935,NA,156809.698822646,83409.4142673651,13345.5062827784
"27104","ESA","RSS","NASIR",2022,364574.87609654,14582.9950438616,13095.5295493877,NA,NA,NA,NA
"27105","ESA","RSS","NYIROL",2017,160481.948816499,654.766351171318,5764.51160148866,75426.5159437548,33701.2092514649,40120.4872041249,6419.27795265998
"27106","ESA","RSS","NYIROL",2018,165296.407280994,6611.85629123978,5937.44694953332,34712.2455290088,77689.3114220674,41324.1018202486,6611.85629123978
"27107","ESA","RSS","NYIROL",2019,170255.299499424,6810.21197997697,6115.57035801932,NA,80019.9907647294,42563.8248748561,6810.21197997697
"27108","ESA","RSS","NYIROL",2020,165165,8258.25,7415.9085,34684.65,77627.55,41291.25,9249.24
"27109","ESA","RSS","NYIROL",2021,170119.95,6804.798,6110.708604,35725.1895,79956.3765,42529.9875,6804.798
"27110","ESA","RSS","NYIROL",2022,186042.562656107,7441.7025062443,6682.64885060738,NA,NA,NA,NA
"27111","ESA","RSS","NYIROL",2024,204526,8181,7346.538,42950.46,96127.22,51131.5,11453.456
"27112","ESA","RSS","NZARA",2017,96352.9946388746,393.120218126608,3460.99956742838,45285.9074802711,20234.1288741637,24088.2486597187,3854.11978555498
"27113","ESA","RSS","NZARA",2018,99243.5844780409,3969.74337912163,3564.82955445123,20841.1527403886,46644.4847046792,24810.8961195102,3969.74337912163
"27114","ESA","RSS","NZARA",2019,102220.892012382,4088.83568049528,3671.77444108476,NA,48043.8192458196,25555.2230030955,4088.83568049528
"27115","ESA","RSS","NZARA",2020,92226,4611.3,4140.9474,19367.46,43346.22,23056.5,5164.656
"27116","ESA","RSS","NZARA",2021,94992.78,3799.7112,3412.1406576,19948.4838,44646.6066,23748.195,3799.7112
"27117","ESA","RSS","NZARA",2022,111699.528666014,4467.98114664057,4012.24706968323,NA,NA,NA,NA
"27118","ESA","RSS","NZARA",2024,101269,4051,3637.798,21266.49,47596.43,25317.25,5671.064
"27119","ESA","RSS","OLD FANGAK",2018,174015.785311348,6960.63141245392,6250.64700838362,36543.3149153831,81787.4190963336,43503.946327837,6960.63141245392
"27120","ESA","RSS","OLD FANGAK",2019,179236.258870688,7169.45035482754,6438.16641863513,NA,84241.0416692236,44809.0647176721,7169.45035482754
"27121","ESA","RSS","OLD FANGAK",2022,195856.299446991,7834.25197787963,7035.15827613591,NA,NA,NA,NA
"27122","ESA","RSS","PANYIJAR",2017,78019.8123087331,318.320834219631,2802.47165812969,36669.3117851045,16384.1605848339,19504.9530771833,3120.79249234932
"27123","ESA","RSS","PANYIJAR",2018,80360.4066779951,3214.4162671198,2886.54580787358,16875.685402379,37769.3911386577,20090.1016694988,3214.4162671198
"27124","ESA","RSS","PANYIJAR",2022,90446.3456912663,3617.85382765065,3248.83273723029,NA,NA,NA,NA
"27125","ESA","RSS","PANYIJAR",2024,108463,4339,3896.422,22777.23,50977.61,27115.75,6073.928
"27126","ESA","RSS","PANYIJIAR",2019,82771.2188783349,3310.8487551334,2973.14218210979,NA,38902.4728728174,20692.8047195837,3310.8487551334
"27127","ESA","RSS","PANYIJIAR",2020,86208,4310.4,3870.7392,18103.68,40517.76,21552,4827.648
"27128","ESA","RSS","PANYIJIAR",2021,88794.24,3551.7696,3189.4891008,18646.7904,41733.2928,22198.56,3551.7696
"27129","ESA","RSS","PANYIKANG",2017,69628.5522626302,284.084493231531,2501.05759727368,32725.4195634362,14621.9959751523,17407.1380656575,2785.14209050521
"27130","ESA","RSS","PANYIKANG",2018,71717.4088305091,2868.69635322036,2576.08932519189,15060.6558544069,33707.1821503393,17929.3522076273,2868.69635322036
"27131","ESA","RSS","PANYIKANG",2019,73868.9310954243,2954.75724381697,2653.37200494764,NA,34718.3976148494,18467.2327738561,2954.75724381697
"27132","ESA","RSS","PANYIKANG",2020,72890,3644.5,3272.761,15306.9,34258.3,18222.5,4081.84
"27133","ESA","RSS","PANYIKANG",2021,75076.7,3003.068,2696.755064,15766.107,35286.049,18769.175,3003.068
"27134","ESA","RSS","PANYIKANG",2022,80718.5754691097,3228.74301876439,2899.41123085042,NA,NA,NA,NA
"27135","ESA","RSS","PANYIKANG",2024,83742,3350,3008.3,17585.82,39358.74,20935.5,4689.552
"27136","ESA","RSS","PARIANG",2017,124712.076014129,508.825270137645,4479.65777042751,58614.6757266405,26189.535962967,31178.0190035322,4988.48304056515
"27137","ESA","RSS","PARIANG",2018,128453.438294553,5138.13753178211,4614.04750354033,26975.2220418561,60373.1159984397,32113.3595736382,5138.13753178211
"27138","ESA","RSS","PARIANG",2019,132307.041443389,5292.28165773557,4752.46892864654,NA,62184.3094783929,33076.7603608473,5292.28165773557
"27139","ESA","RSS","PARIANG",2020,139717,6985.85,6273.2933,29340.57,65666.99,34929.25,7824.152
"27140","ESA","RSS","PARIANG",2021,143908.51,5756.3404,5169.1936792,30220.7871,67636.9997,35977.1275,5756.3404
"27141","ESA","RSS","PARIANG",2022,144575.47647531,5783.01905901241,5193.15111499315,NA,NA,NA,NA
"27142","ESA","RSS","PARIANG",2024,146077,5843,5247.014,30676.17,68656.19,36519.25,8180.312
"27143","ESA","RSS","PIBOR",2017,218071.027789297,889.72979338033,7833.11131819153,102493.383060969,45794.9158357523,54517.7569473242,8722.84111157186
"27144","ESA","RSS","PIBOR",2018,224613.158622976,8984.52634491902,8068.10465773728,47168.7633108249,105568.184552798,56153.2896557439,8984.52634491902
"27145","ESA","RSS","PIBOR",2019,231351.553381665,9254.06213526659,8310.1477974694,NA,108735.230089382,57837.8883454162,9254.06213526659
"27146","ESA","RSS","PIBOR",2020,225038,11251.9,10104.2062,47257.98,105767.86,56259.5,12602.128
"27147","ESA","RSS","PIBOR",2021,231789.14,9271.5656,8325.8659088,48675.7194,108940.8958,57947.285,9271.5656
"27148","ESA","RSS","PIBOR",2022,252804.088872086,10112.1635548835,9080.72287228535,NA,NA,NA,NA
"27149","ESA","RSS","PIBOR",2024,235281,9411,8451.078,49409.01,110582.07,58820.25,13175.736
"27150","ESA","RSS","PIGI",2020,150713,7535.65,6767.0137,31649.73,70835.11,37678.25,8439.928
"27151","ESA","RSS","PIGI",2021,155234.39,6209.3756,5576.0192888,32599.2219,72960.1633,38808.5975,6209.3756
"27152","ESA","RSS","PIGI",2022,NA,6992.76307637051,6279.50124258071,NA,NA,NA,NA
"27153","ESA","RSS","POCHALLA",2017,97076.107883803,396.070520165916,3486.9737951862,45625.7707053874,20385.9826555986,24269.0269709507,3883.04431535212
"27154","ESA","RSS","POCHALLA",2018,99988.3911203171,3999.53564481268,3591.58300904179,20997.5621352666,46994.543826549,24997.0977800793,3999.53564481268
"27155","ESA","RSS","POCHALLA",2019,102988.042853927,4119.52171415706,3699.33049931304,NA,48404.3801413455,25747.0107134816,4119.52171415706
"27156","ESA","RSS","POCHALLA",2020,101164,5058.2,4542.2636,21244.44,47547.08,25291,5665.184
"27157","ESA","RSS","POCHALLA",2021,104198.92,4167.9568,3742.8252064,21881.7732,48973.4924,26049.73,4167.9568
"27158","ESA","RSS","POCHALLA",2022,112537.815103643,4501.51260414571,4042.35831852284,NA,NA,NA,NA
"27159","ESA","RSS","POCHALLA",2024,105768,4231,3799.438,22211.28,49710.96,26442,5923.008
"27160","ESA","RSS","RAGA",2017,80513.8357031755,328.496449668956,2892.05697845806,37841.5027804925,16907.9054976668,20128.4589257939,3220.55342812702
"27161","ESA","RSS","RAGA",2020,85844,4292.2,3854.3956,18027.24,40346.68,21461,4807.264
"27162","ESA","RSS","RAGA",2021,88420.35,3536.814,3176.058972,18568.2735,41557.5645,22105.0875,3536.814
"27163","ESA","RSS","RAGA",2022,NA,3733.50409412564,3352.68667652483,NA,NA,NA,NA
"27164","ESA","RSS","RAGA",2024,97628,3905,3506.69,20501.88,45885.16,24407,5467.168
"27165","ESA","RSS","RAJA",2018,82929.2507742707,3317.17003097083,2978.8186878118,17415.1426625969,38976.7478639072,20732.3126935677,3317.17003097083
"27166","ESA","RSS","RAJA",2019,85417.1282974989,3416.68513189995,3068.18324844616,NA,40146.0502998245,21354.2820743747,3416.68513189995
"27167","ESA","RSS","RAJA",2022,93337.602353141,3733.50409412564,3352.68667652483,NA,NA,NA,NA
"27168","ESA","RSS","RENK",2017,211731.117332572,863.862958716893,7605.38173458598,99513.6251463088,44463.5346398401,52932.779333143,8469.24469330287
"27169","ESA","RSS","RENK",2018,218083.050852549,8723.32203410196,7833.54318662356,45797.4406790353,102499.033900698,54520.7627131373,8723.32203410196
"27170","ESA","RSS","RENK",2019,224625.542378125,8985.02169512502,8068.54948222227,NA,105574.004917719,56156.3855945314,8985.02169512502
"27171","ESA","RSS","RENK",2020,221771,11088.55,9957.5179,46571.91,104232.37,55442.75,12419.176
"27172","ESA","RSS","RENK",2021,228424.13,9136.9652,8204.9947496,47969.0673,107359.3411,57106.0325,9136.9652
"27173","ESA","RSS","RENK",2022,245454.395046222,9818.17580184888,8816.72187006029,NA,NA,NA,NA
"27174","ESA","RSS","RENK",2024,254791,10192,9152.416,53506.11,119751.77,63697.75,14268.296
"27175","ESA","RSS","RUBKOANA",2017,171191.693088908,698.462107802745,6149.20561575358,80460.0957517868,35950.2555486707,42797.923272227,6847.66772355633
"27176","ESA","RSS","RUBKOANA",2018,176327.443881575,7053.09775526301,6333.68178422619,37028.7632151308,82873.8986243404,44081.8609703938,7053.09775526301
"27177","ESA","RSS","RUBKOANA",2019,181617.267198023,7264.69068792091,6523.69223775297,NA,85360.1155830706,45404.3167995057,7264.69068792091
"27178","ESA","RSS","RUBKOANA",2022,198458.091533494,7938.32366133975,7128.61464788309,NA,NA,NA,NA
"27179","ESA","RSS","RUBKONA",2020,169444,8472.2,7608.0356,35583.24,79638.68,42361,9488.864
"27180","ESA","RSS","RUBKONA",2021,174527.32,6981.0928,6269.0213344,36650.7372,82027.8404,43631.83,6981.0928
"27181","ESA","RSS","RUBKONA",2022,NA,7938.32366133975,7128.61464788309,NA,NA,NA,NA
"27182","ESA","RSS","RUBKONA",2024,213186,8527,7657.246,44769.06,100197.42,53296.5,11938.416
"27183","ESA","RSS","RUMBEK CENTRE",2017,228123.060886167,930.742088415562,8194.18034703113,107217.838616499,47905.8427860951,57030.7652215418,9124.92243544669
"27184","ESA","RSS","RUMBEK CENTRE",2018,234966.752712752,9398.67010851009,8440.00575744206,49343.018069678,110434.373774994,58741.6881781881,9398.67010851009
"27185","ESA","RSS","RUMBEK CENTRE",2019,242015.755294135,9680.63021176539,8693.20593016532,NA,113747.404988243,60503.9388235337,9680.63021176539
"27186","ESA","RSS","RUMBEK CENTRE",2020,264331,13216.55,11868.4619,55509.51,124235.57,66082.75,14802.536
"27187","ESA","RSS","RUMBEK CENTRE",2021,272260.93,10890.4372,9779.6126056,57174.7953,127962.6371,68065.2325,10890.4372
"27188","ESA","RSS","RUMBEK CENTRE",2022,264457.150235294,10578.2860094118,9499.30083645176,NA,NA,NA,NA
"27189","ESA","RSS","RUMBEK CENTRE",2024,308783,12351,11091.198,64844.43,145128.01,77195.75,17291.848
"27190","ESA","RSS","RUMBEK EAST",2017,184823.843746858,754.081282487179,6638.87246738712,86867.206561023,38813.0071868401,46205.9609367144,7392.9537498743
"27191","ESA","RSS","RUMBEK EAST",2018,190368.559059263,7614.74236237053,6838.03864140874,39977.3974024453,89473.2227578537,47592.1397648158,7614.74236237053
"27192","ESA","RSS","RUMBEK EAST",2019,196079.615831041,7843.18463324165,7043.179800651,NA,92157.4194405893,49019.9039577603,7843.18463324165
"27193","ESA","RSS","RUMBEK EAST",2020,211704,10585.2,9505.5096,44457.84,99500.88,52926,11855.424
"27194","ESA","RSS","RUMBEK EAST",2021,218055.12,8722.2048,7832.5399104,45791.5752,102485.9064,54513.78,8722.2048
"27195","ESA","RSS","RUMBEK EAST",2022,214261.490368206,8570.45961472824,7696.27273402596,NA,NA,NA,NA
"27196","ESA","RSS","RUMBEK EAST",2024,247306,9892,8883.016,51934.26,116233.82,61826.5,13849.136
"27197","ESA","RSS","RUMBEK NORTH",2017,63957.2647075433,260.945640006777,2297.34494829496,30059.9144125453,13431.0255885841,15989.3161768858,2558.29058830173
"27198","ESA","RSS","RUMBEK NORTH",2018,65875.9826487696,2635.03930595078,2366.2652967438,13833.9563562416,30961.7118449217,16468.9956621924,2635.03930595078
"27199","ESA","RSS","RUMBEK NORTH",2019,67852.2621282327,2714.09048512931,2437.25325564612,NA,31890.5632002694,16963.0655320582,2714.09048512931
"27200","ESA","RSS","RUMBEK NORTH",2020,74156,3707.8,3329.6044,15572.76,34853.32,18539,4152.736
"27201","ESA","RSS","RUMBEK NORTH",2021,76380.68,3055.2272,2743.5940256,16039.9428,35898.9196,19095.17,3055.2272
"27202","ESA","RSS","RUMBEK NORTH",2022,74143.9988385973,2965.75995354389,2663.25243828242,NA,NA,NA,NA
"27203","ESA","RSS","RUMBEK NORTH",2024,86627,3465,3111.57,18191.67,40714.69,21656.75,4851.112
"27204","ESA","RSS","SOUTH BOR",2018,341559.496576023,13662.3798630409,12268.8171170107,71727.4942809647,160532.963390731,85389.8741440057,13662.3798630409
"27205","ESA","RSS","SOUTH BOR",2019,351806.281473303,14072.2512589321,12636.8816305211,NA,165348.952292453,87951.5703683258,14072.2512589321
"27206","ESA","RSS","SOUTH BOR",2022,384428.222535478,15377.1289014191,13808.6617534744,NA,NA,NA,NA
"27207","ESA","RSS","TAMBURA",2017,81594.2286615268,332.904452939029,2930.86469352204,38349.2874709176,17134.7880189206,20398.5571653817,3263.76914646107
"27208","ESA","RSS","TAMBURA",2018,84042.0555213726,3361.68222085491,3018.79063432771,17648.8316594883,39499.7660950451,21010.5138803432,3361.68222085491
"27209","ESA","RSS","TAMBURA",2019,86563.3171870138,3462.53268748055,3109.35435335754,NA,40684.7590778965,21640.8292967535,3462.53268748055
"27210","ESA","RSS","TAMBURA",2020,77435,3871.75,3476.8315,16261.35,36394.45,19358.75,4336.36
"27211","ESA","RSS","TAMBURA",2021,79758.05,3190.322,2864.909156,16749.1905,37486.2835,19939.5125,3190.322
"27212","ESA","RSS","TAMBURA",2022,94590.0738998141,3783.60295599256,3397.67545448132,NA,NA,NA,NA
"27213","ESA","RSS","TAMBURA",2024,85324,3413,3064.874,17918.04,40102.28,21331,4778.144
"27214","ESA","RSS","TEREKEKA",2017,209901.883136751,856.399683197943,7539.67564227209,98653.8850742728,44079.3954587176,52475.4707841877,8396.07532547003
"27215","ESA","RSS","TEREKEKA",2018,216198.939630853,8647.95758523413,7765.86591154025,45401.7773224792,101613.501626501,54049.7349077133,8647.95758523413
"27216","ESA","RSS","TEREKEKA",2019,222684.907819779,8907.39631279115,7998.84188888646,NA,104661.906675296,55671.2269549447,8907.39631279115
"27217","ESA","RSS","TEREKEKA",2020,229253,11462.65,10293.4597,48143.13,107748.91,57313.25,12838.168
"27218","ESA","RSS","TEREKEKA",2021,236130.59,9445.2236,8481.8107928,49587.4239,110981.3773,59032.6475,9445.2236
"27219","ESA","RSS","TEREKEKA",2022,243333.811267184,9733.35245068734,8740.55050071723,NA,NA,NA,NA
"27220","ESA","RSS","TEREKEKA",2024,259934,10397,9336.506,54586.14,122168.98,64983.5,14556.304
"27221","ESA","RSS","TONJ EAST",2017,170429.569213379,695.352642390587,6121.83012614458,80101.8975302882,35790.2095348096,42607.3923033448,6817.18276853516
"27222","ESA","RSS","TONJ EAST",2018,175542.456289781,7021.69825159122,6305.48502992892,36863.9158208539,82504.9544561968,43885.6140724451,7021.69825159122
"27223","ESA","RSS","TONJ EAST",2019,180808.729978474,7232.34919913896,6494.64958082678,NA,84980.1030898827,45202.1824946185,7232.34919913896
"27224","ESA","RSS","TONJ EAST",2020,182354,9117.7,8187.6946,38294.34,85706.38,45588.5,10211.824
"27225","ESA","RSS","TONJ EAST",2021,187824.62,7512.9848,6746.6603504,39443.1702,88277.5714,46956.155,7512.9848
"27226","ESA","RSS","TONJ EAST",2022,197574.581083188,7902.98324332752,7096.87895250811,NA,NA,NA,NA
"27227","ESA","RSS","TONJ EAST",2024,201537,8062,7239.676,42322.77,94722.39,50384.25,11286.072
"27228","ESA","RSS","TONJ NORTH",2017,242616.075626622,989.873588556619,8714.76943650828,114029.555544513,50949.3758815907,60654.0189066556,9704.6430250649
"27229","ESA","RSS","TONJ NORTH",2018,249894.557895421,9995.78231581684,8976.21251960352,52477.8571580384,117450.442210848,62473.6394738553,9995.78231581684
"27230","ESA","RSS","TONJ NORTH",2019,257391.394632284,10295.6557852913,9245.49889519163,NA,120973.955477173,64347.8486580709,10295.6557852913
"27231","ESA","RSS","TONJ NORTH",2020,260506,13025.3,11696.7194,54706.26,122437.82,65126.5,14588.336
"27232","ESA","RSS","TONJ NORTH",2021,268321.18,10732.8472,9638.0967856,56347.4478,126110.9546,67080.295,10732.8472
"27233","ESA","RSS","TONJ NORTH",2022,281258.526482351,11250.3410592941,10102.8062712461,NA,NA,NA,NA
"27234","ESA","RSS","TONJ NORTH",2024,287910,11516,10341.368,60461.1,135317.7,71977.5,16122.96
"27235","ESA","RSS","TONJ SOUTH",2017,128016.594230066,522.307704458668,4598.35606474396,60167.7992881309,26883.4847883138,32004.1485575164,5120.66376920263
"27236","ESA","RSS","TONJ SOUTH",2018,131857.092056968,5274.28368227871,4736.30674668628,27689.9893319632,61972.8332667748,32964.2730142419,5274.28368227871
"27237","ESA","RSS","TONJ SOUTH",2019,135812.804818677,5432.51219274707,4878.39594908687,NA,63832.0182647781,33953.2012046692,5432.51219274707
"27238","ESA","RSS","TONJ SOUTH",2020,136382,6819.1,6123.5518,28640.22,64099.54,34095.5,7637.392
"27239","ESA","RSS","TONJ SOUTH",2021,140473.46,5618.9384,5045.8066832,29499.4266,66022.5262,35118.365,5618.9384
"27240","ESA","RSS","TONJ SOUTH",2022,148406.318771098,5936.25275084393,5330.75497025785,NA,NA,NA,NA
"27241","ESA","RSS","TONJ SOUTH",2024,150729,6029,5414.042,31653.09,70842.63,37682.25,8440.824
"27242","ESA","RSS","TORIT",2017,156877.204206815,640.058993163805,5635.0291751088,73732.285977203,32944.2128834312,39219.3010517038,6275.0881682726
"27243","ESA","RSS","TORIT",2018,161583.520333019,6463.34081332078,5804.08005036206,33932.5392699341,75944.2545565191,40395.8800832549,6463.34081332078
"27244","ESA","RSS","TORIT",2019,166431.02594301,6657.2410377204,5978.20245187292,NA,78222.5821932147,41607.7564857525,6657.2410377204
"27245","ESA","RSS","TORIT",2020,174135,8706.75,7818.6615,36568.35,81843.45,43533.75,9751.56
"27246","ESA","RSS","TORIT",2021,179359.05,7174.362,6442.577076,37665.4005,84298.7535,44839.7625,7174.362
"27247","ESA","RSS","TORIT",2022,181863.675685628,7274.5470274251,6532.54323062774,NA,NA,NA,NA
"27248","ESA","RSS","TORIT",2024,202546,8102,7275.596,42534.66,95196.62,50636.5,11342.576
